Percent Return;Team Size;Leader Gender;Aggregate Sales Experience
3;3;Male;47
73;4;Male;56
3;3;Male;49
3;2;Male;50
73;5;Male;59
3;2;Male;43
3;2;Male;54
3;2;Male;45
3;5;Male;52
73;5;Male;56
3;2;Male;51
3;4;Male;43
73;4;Male;60
73;5;Male;58
3;1;Male;51
3;3;Male;40
3;4;Male;45
73;1;Male;56
3;2;Male;41
3;1;Male;47
3;4;Male;49
3;5;Male;45
3;4;Male;49
73;2;Male;56
73;5;Male;59
3;4;Male;42
73;4;Male;60
3;5;Male;54
3;5;Male;46
3;1;Male;49
3;4;Male;47
73;2;Male;60
3;3;Male;52
73;3;Male;59
3;4;Male;55
3;4;Male;50
3;2;Male;41
3;1;Male;53
3;4;Male;49
73;1;Male;57
3;2;Male;52
3;4;Male;45
3;3;Male;55
73;5;Male;60
3;4;Male;44
3;2;Male;41
3;5;Male;49
3;5;Male;45
3;5;Male;45
3;4;Male;42
73;3;Male;57
3;5;Male;54
73;2;Male;58
3;2;Male;42
73;5;Male;58
3;2;Male;51
3;1;Male;45
3;4;Male;50
3;5;Male;41
3;3;Male;44
3;5;Male;40
3;2;Male;41
3;5;Male;41
3;3;Male;52
3;4;Male;42
3;4;Male;43
3;4;Male;53
3;1;Male;54
3;1;Male;48
3;19;Male;47
73;15;Male;60
3;20;Male;43
3;18;Male;45
3;20;Male;49
3;17;Male;45
3;20;Male;53
3;16;Male;48
3;17;Male;46
3;19;Male;54
3;17;Male;52
3;15;Male;55
3;20;Male;52
73;15;Male;56
3;18;Male;55
3;21;Male;40
3;18;Male;48
73;19;Male;60
3;21;Male;46
3;21;Male;41
3;20;Male;43
3;21;Male;51
3;20;Male;43
3;21;Male;50
3;21;Male;54
3;19;Male;55
73;21;Male;58
3;19;Male;42
3;16;Male;47
3;21;Male;44
73;15;Male;59
73;15;Male;57
3;18;Male;53
73;17;Male;58
3;15;Male;50
3;15;Male;40
3;19;Male;55
3;20;Male;52
3;15;Male;44
3;18;Male;45
3;20;Male;42
3;17;Male;50
73;17;Male;56
3;16;Male;45
3;19;Male;45
3;17;Male;42
3;21;Male;44
3;19;Male;46
4;1;Male;43
4;1;Male;41
4;1;Male;41
4;5;Male;51
4;1;Male;53
4;5;Male;52
4;4;Male;48
73;4;Male;59
73;2;Male;60
4;1;Male;45
4;5;Male;52
4;1;Male;45
73;3;Male;58
4;2;Male;43
4;2;Male;49
4;2;Male;47
74;3;Male;60
74;5;Male;57
74;3;Male;60
4;1;Male;51
74;4;Male;58
4;2;Male;51
4;4;Male;55
4;4;Male;50
74;3;Male;60
4;5;Male;54
4;3;Male;47
4;4;Male;49
4;2;Male;52
4;4;Male;45
4;4;Male;45
4;4;Male;43
4;4;Male;46
4;5;Male;41
74;5;Male;57
4;4;Male;49
4;3;Male;42
4;1;Male;47
74;4;Male;57
4;1;Male;50
4;1;Male;41
4;4;Male;52
4;3;Male;44
4;3;Male;41
4;4;Male;43
4;4;Male;46
4;3;Male;46
4;3;Male;43
74;2;Male;59
4;2;Male;40
4;3;Male;49
4;1;Male;54
4;5;Male;49
4;1;Male;47
4;4;Male;55
4;2;Male;49
74;4;Male;58
74;2;Male;59
4;4;Male;43
4;1;Male;51
74;3;Male;56
4;2;Male;41
74;3;Male;60
4;3;Male;52
4;5;Male;53
4;17;Male;54
4;19;Male;46
74;16;Male;59
4;18;Male;45
4;17;Male;52
4;17;Male;52
4;16;Male;54
4;20;Male;50
4;19;Male;41
4;20;Male;46
4;20;Male;47
74;17;Male;57
4;15;Male;55
4;15;Male;52
74;21;Male;56
4;19;Male;46
4;16;Male;47
74;18;Male;59
74;17;Male;59
4;16;Male;49
4;17;Male;52
4;17;Male;41
4;19;Male;52
4;15;Male;50
4;19;Male;40
4;19;Male;49
4;17;Male;43
74;15;Male;58
4;21;Male;50
4;21;Male;40
4;18;Male;46
74;21;Male;57
4;19;Male;47
74;16;Male;57
74;19;Male;58
75;19;Male;56
4;17;Male;43
4;18;Male;48
75;15;Male;59
4;19;Male;42
4;17;Male;54
75;19;Male;59
75;20;Male;59
4;20;Male;50
4;19;Male;44
4;19;Male;47
4;15;Male;51
5;4;Male;24
5;1;Male;26
5;3;Male;26
5;4;Male;30
5;2;Male;23
5;2;Male;21
5;1;Male;26
5;1;Male;22
5;3;Male;21
5;5;Male;28
5;4;Male;24
5;2;Male;20
5;1;Male;28
5;5;Male;22
5;5;Male;22
5;2;Male;23
5;2;Male;23
5;2;Male;26
5;2;Male;29
5;3;Male;22
5;2;Male;26
5;3;Male;25
5;4;Male;30
5;3;Male;29
5;2;Male;20
5;3;Male;23
5;5;Male;25
5;1;Male;29
5;3;Male;26
5;5;Male;20
5;2;Male;30
5;5;Male;22
5;4;Male;24
5;1;Male;24
5;2;Male;23
5;4;Male;23
5;5;Male;24
5;1;Male;20
5;1;Male;29
5;3;Male;26
5;5;Male;26
5;5;Male;24
5;4;Male;30
5;4;Male;28
5;2;Male;29
5;2;Male;26
5;3;Male;21
5;3;Male;26
5;4;Male;25
5;3;Male;29
5;3;Male;26
5;4;Male;22
5;1;Male;21
5;4;Male;29
5;5;Male;20
5;4;Male;28
5;1;Male;21
5;2;Male;23
5;5;Male;27
5;15;Male;28
5;18;Male;24
5;21;Male;25
5;21;Male;27
5;17;Male;27
5;19;Male;29
5;17;Male;22
5;20;Male;25
5;19;Male;24
5;19;Male;23
5;19;Male;24
5;17;Male;27
5;19;Male;28
5;20;Male;29
5;21;Male;25
5;17;Male;27
5;19;Male;29
5;21;Male;22
5;15;Male;30
5;18;Male;26
5;17;Male;26
5;20;Male;26
5;15;Male;29
5;19;Male;29
5;15;Male;23
5;17;Male;22
5;20;Male;30
5;20;Male;26
5;15;Male;24
5;15;Male;26
5;21;Male;20
5;19;Male;28
5;17;Male;28
5;15;Male;21
5;21;Male;24
5;18;Male;20
5;20;Male;25
5;18;Male;20
5;18;Male;21
5;17;Male;24
5;16;Male;21
5;19;Male;22
5;19;Male;21
5;19;Male;22
5;21;Male;21
5;20;Male;21
5;15;Male;24
5;15;Male;29
5;21;Male;30
5;16;Male;22
5;21;Male;25
5;15;Male;28
5;16;Male;29
5;18;Male;26
5;19;Male;23
25;14;Male;22
25;15;Male;20
25;12;Male;26
25;12;Male;27
25;14;Male;20
25;14;Male;29
25;14;Male;27
25;14;Male;26
25;14;Male;21
25;13;Male;23
25;14;Female;29
25;12;Male;27
25;15;Male;30
25;12;Female;28
25;13;Male;25
25;15;Male;27
25;13;Female;20
25;12;Male;28
25;14;Female;20
25;13;Male;24
25;15;Female;26
25;13;Male;29
25;12;Male;25
25;14;Male;21
25;13;Male;20
25;14;Male;24
25;15;Male;23
25;13;Female;20
25;14;Male;26
25;15;Male;25
25;13;Male;25
25;15;Male;25
25;12;Male;30
25;15;Male;20
25;12;Female;23
25;15;Male;23
25;14;Female;21
25;15;Female;24
25;12;Female;21
25;14;Female;25
25;13;Female;27
25;15;Male;26
25;13;Female;26
25;14;Male;26
25;15;Male;30
25;14;Male;26
25;12;Male;25
25;14;Male;26
25;15;Male;30
25;15;Male;23
25;12;Male;23
25;12;Female;28
25;15;Male;29
25;15;Female;30
25;14;Male;25
25;13;Male;26
25;13;Female;30
25;14;Male;28
25;13;Female;24
25;13;Male;30
25;13;Male;23
25;15;Female;22
25;14;Male;28
25;14;Female;25
25;15;Male;29
25;15;Female;26
25;14;Male;28
25;13;Female;29
25;14;Male;27
25;13;Female;23
26;14;Female;26
26;12;Female;25
26;12;Male;25
26;12;Male;29
26;12;Female;25
26;13;Male;25
26;12;Male;20
26;12;Female;24
26;12;Male;20
26;12;Male;27
26;15;Female;28
26;14;Female;23
26;12;Male;30
26;14;Male;26
26;13;Male;20
26;13;Male;22
26;14;Male;28
26;15;Male;27
26;15;Female;27
26;12;Male;28
26;14;Male;25
26;12;Male;20
26;12;Male;22
26;15;Male;24
26;15;Male;22
26;12;Male;21
26;13;Male;28
26;14;Female;22
26;14;Male;27
26;14;Male;29
26;14;Male;21
26;14;Male;28
26;12;Female;20
26;13;Male;28
26;12;Male;24
26;12;Female;22
26;15;Male;20
26;15;Female;27
26;14;Male;22
26;14;Male;20
26;12;Male;28
26;14;Male;22
26;15;Male;27
26;13;Female;27
26;12;Female;27
26;13;Male;23
26;12;Female;24
26;12;Male;30
26;13;Female;22
26;14;Male;30
26;13;Male;28
26;12;Male;29
26;12;Female;26
26;13;Male;26
26;14;Male;30
26;12;Male;27
26;13;Male;30
26;14;Male;29
26;15;Male;20
26;12;Male;28
26;15;Male;28
26;14;Male;22
26;14;Female;26
26;12;Male;27
26;14;Female;20
26;12;Female;21
26;15;Female;25
26;14;Male;26
26;14;Male;25
26;15;Female;30
27;15;Male;21
27;14;Male;27
27;12;Female;27
27;12;Male;20
27;14;Female;24
27;13;Female;25
27;13;Male;21
27;14;Female;24
27;13;Male;26
27;14;Female;30
27;15;Male;26
27;15;Male;20
27;14;Male;26
27;14;Female;20
27;14;Female;26
27;15;Male;23
27;15;Male;21
27;12;Male;21
27;14;Male;28
27;15;Male;23
27;12;Female;26
27;14;Male;30
27;13;Female;25
27;12;Female;29
27;12;Female;26
27;15;Male;25
27;15;Male;23
27;14;Male;22
27;12;Female;25
27;14;Male;30
27;14;Female;20
27;12;Male;27
27;12;Male;20
27;13;Male;23
27;13;Male;22
27;15;Male;24
27;13;Female;24
27;14;Female;24
27;12;Female;30
27;13;Female;22
27;13;Male;21
27;12;Female;22
27;13;Male;25
27;15;Male;27
27;15;Male;28
27;14;Male;23
27;15;Female;21
27;14;Male;22
27;12;Male;21
27;13;Male;21
27;14;Female;28
27;14;Male;30
27;14;Female;29
27;13;Male;23
27;15;Male;25
27;15;Male;25
27;14;Male;23
27;12;Male;23
27;14;Female;22
27;12;Female;25
27;15;Male;29
27;14;Female;21
27;12;Male;22
27;14;Male;24
27;14;Female;28
27;14;Female;21
27;13;Male;28
27;13;Male;30
27;14;Male;24
27;12;Male;24
27;13;Male;27
27;13;Male;26
27;13;Male;23
28;13;Female;26
28;13;Male;28
28;14;Female;22
28;14;Female;28
28;12;Male;26
28;13;Female;24
28;15;Male;20
28;14;Female;30
28;14;Female;29
28;13;Male;30
28;12;Male;27
28;15;Female;21
28;12;Female;24
28;13;Female;20
28;13;Male;26
28;12;Male;27
28;13;Male;20
28;14;Female;25
28;12;Female;23
28;13;Female;28
28;14;Female;28
28;13;Female;22
28;15;Male;29
28;15;Male;22
28;14;Male;24
28;12;Male;30
28;12;Male;24
28;15;Female;28
28;15;Male;27
28;15;Female;21
28;15;Male;23
28;14;Male;25
28;12;Female;29
28;13;Male;20
28;13;Male;28
28;12;Male;21
28;14;Female;21
28;14;Female;28
28;15;Male;28
28;15;Male;22
28;13;Male;26
28;15;Male;28
28;14;Male;25
28;14;Male;24
28;13;Female;20
28;15;Male;24
28;13;Male;24
28;14;Female;27
28;15;Male;23
28;12;Male;24
28;14;Male;27
28;12;Male;20
28;12;Male;20
28;13;Male;28
28;13;Male;30
28;15;Female;27
28;14;Female;28
28;12;Male;21
28;15;Male;28
28;13;Male;29
28;15;Male;20
28;14;Female;22
28;14;Male;23
28;14;Male;29
28;15;Male;22
28;15;Female;21
28;12;Female;26
28;15;Male;25
28;12;Male;23
28;14;Male;29
28;15;Female;28
28;12;Female;20
28;15;Male;23
28;15;Male;30
28;15;Female;28
28;15;Female;23
28;14;Female;24
29;13;Male;23
29;14;Male;23
29;13;Male;25
29;14;Male;26
29;12;Male;26
29;12;Female;25
29;15;Female;24
29;13;Male;28
29;13;Male;28
29;13;Male;20
29;12;Male;21
29;13;Male;24
29;13;Male;22
29;15;Male;24
29;13;Male;24
29;14;Male;24
29;12;Female;28
29;14;Male;25
29;15;Female;21
29;13;Male;21
29;14;Male;20
29;12;Female;30
29;14;Male;23
29;13;Female;24
29;15;Male;25
29;15;Male;26
29;12;Male;22
29;13;Male;30
29;14;Male;23
29;14;Male;21
29;15;Male;29
29;13;Male;21
29;12;Male;25
29;12;Male;25
29;12;Female;29
29;14;Male;25
29;15;Female;28
29;14;Male;24
29;13;Male;23
29;15;Male;20
29;15;Male;26
29;12;Male;21
29;15;Male;28
29;13;Male;24
29;12;Female;24
29;15;Male;21
29;14;Male;20
29;15;Female;26
29;15;Female;21
29;13;Male;27
29;14;Male;23
29;13;Female;25
29;15;Male;30
29;14;Female;26
29;14;Male;21
29;15;Male;24
29;13;Male;21
29;15;Male;29
29;12;Male;23
29;14;Male;24
29;15;Male;28
29;12;Male;23
30;14;Male;28
30;15;Female;29
30;14;Male;22
30;12;Female;22
30;14;Male;20
30;13;Male;23
30;14;Male;27
30;15;Male;22
30;15;Male;26
30;14;Male;20
30;14;Male;23
30;15;Male;29
30;12;Female;29
30;14;Male;25
30;13;Male;26
30;12;Male;24
30;12;Male;24
30;12;Female;20
30;12;Male;23
30;12;Male;20
30;15;Male;26
30;12;Female;20
30;12;Male;30
30;12;Female;28
30;13;Male;23
30;15;Male;27
30;13;Male;25
30;15;Male;27
30;15;Male;29
30;14;Male;21
30;15;Male;20
30;13;Male;24
30;12;Male;28
30;13;Female;24
30;13;Female;30
30;14;Male;21
30;13;Male;27
30;12;Male;23
30;12;Female;28
30;15;Male;25
30;12;Male;29
30;15;Female;29
30;13;Male;23
30;13;Male;26
30;12;Male;25
30;14;Female;30
30;13;Male;23
30;14;Male;26
30;15;Male;21
30;13;Male;26
30;15;Male;20
30;13;Female;30
30;15;Female;22
30;15;Female;27
30;13;Female;26
30;14;Female;22
30;14;Male;21
30;14;Male;23
30;13;Male;24
30;13;Female;20
30;15;Male;29
30;13;Male;23
30;13;Male;28
30;15;Male;25
31;13;Female;20
31;13;Male;20
31;14;Male;27
31;12;Male;26
31;12;Male;30
31;15;Male;28
31;14;Male;28
31;15;Male;27
31;12;Male;20
31;12;Female;26
31;13;Male;22
31;13;Male;30
31;15;Male;21
31;13;Male;22
31;13;Female;29
31;13;Female;20
31;15;Female;29
31;12;Female;27
31;15;Male;24
31;14;Female;22
31;13;Male;30
31;13;Male;21
31;15;Male;22
31;15;Male;27
31;14;Male;24
31;12;Male;23
31;15;Female;23
31;12;Male;28
31;12;Male;24
31;14;Male;27
31;14;Female;25
31;14;Female;25
31;13;Male;26
31;13;Female;26
31;13;Female;21
31;15;Male;23
31;14;Male;28
31;14;Female;28
31;13;Male;28
31;13;Female;26
31;12;Female;25
31;13;Female;27
31;14;Male;23
31;15;Male;22
31;12;Female;21
31;15;Male;20
31;13;Male;22
31;15;Male;24
31;13;Male;22
31;12;Male;23
31;14;Female;30
31;13;Male;21
31;12;Female;28
31;12;Male;28
31;13;Male;27
31;15;Male;29
31;13;Male;24
31;15;Male;25
31;12;Male;25
31;13;Male;21
31;12;Male;22
31;15;Female;28
31;14;Male;28
32;15;Female;24
32;13;Male;25
32;12;Male;20
32;14;Female;21
32;14;Female;22
32;15;Male;30
32;15;Female;25
32;15;Male;28
32;13;Male;22
32;14;Male;25
32;14;Male;27
32;14;Female;30
32;15;Male;23
32;15;Male;22
32;15;Male;27
32;15;Male;24
32;15;Female;28
32;12;Male;22
32;14;Male;24
32;12;Male;26
32;15;Male;26
32;15;Male;23
32;14;Male;30
32;12;Male;24
32;14;Male;27
32;14;Male;27
32;14;Male;20
32;13;Male;23
32;14;Male;27
32;13;Male;21
32;12;Male;21
32;12;Female;24
32;14;Male;29
32;15;Male;24
32;15;Male;20
32;14;Female;29
32;13;Male;29
32;13;Male;26
32;13;Male;21
32;15;Female;20
32;14;Male;22
32;14;Male;22
32;12;Male;21
32;13;Female;29
32;15;Female;21
32;14;Male;20
32;12;Male;20
32;13;Female;26
32;15;Male;22
32;12;Male;24
32;15;Male;30
32;12;Male;29
32;15;Female;23
32;14;Female;25
32;14;Male;25
32;13;Female;26
32;13;Male;29
32;13;Male;23
32;14;Male;29
32;14;Male;28
32;13;Female;28
32;14;Male;21
32;15;Male;29
33;14;Female;28
33;14;Male;23
33;13;Male;30
33;14;Male;28
33;14;Male;24
33;12;Male;22
33;13;Male;29
33;12;Male;27
33;12;Male;21
33;13;Male;21
33;12;Male;28
33;13;Female;26
33;14;Male;23
33;15;Male;24
33;13;Male;22
33;14;Male;27
33;15;Female;26
33;15;Male;28
33;13;Male;21
33;12;Female;28
33;12;Male;23
33;15;Female;29
33;14;Female;24
33;15;Male;20
33;15;Male;30
33;15;Male;25
33;15;Male;22
33;12;Female;21
33;12;Male;23
33;13;Male;20
33;15;Male;29
33;12;Male;28
33;15;Male;29
33;13;Male;25
33;12;Male;21
33;13;Female;26
33;12;Female;30
33;13;Female;25
33;14;Male;26
33;14;Male;30
33;15;Male;29
33;13;Male;26
33;13;Female;24
33;13;Male;29
33;15;Male;20
33;13;Male;24
33;13;Male;28
33;13;Male;27
33;14;Male;20
33;15;Female;24
33;12;Male;28
33;13;Male;26
33;13;Male;28
33;12;Male;26
33;15;Male;22
33;12;Female;21
33;14;Male;26
33;13;Male;25
33;13;Male;26
33;15;Male;28
33;13;Female;28
33;15;Female;28
33;14;Female;24
33;15;Female;24
33;15;Male;21
33;13;Male;27
33;13;Female;28
33;15;Male;30
33;13;Male;22
33;15;Male;27
33;14;Male;29
33;12;Male;20
33;13;Male;23
33;15;Male;30
33;14;Male;27
33;12;Male;24
33;14;Male;25
33;14;Male;27
33;14;Male;26
33;14;Male;23
34;14;Female;30
34;13;Male;22
34;14;Male;28
34;12;Male;29
34;15;Male;25
34;15;Male;28
34;15;Male;21
34;15;Male;30
34;13;Male;26
34;14;Male;27
34;14;Female;21
34;12;Male;23
34;14;Male;21
34;14;Female;26
34;12;Female;25
34;15;Female;20
34;15;Male;25
34;13;Male;20
34;12;Male;29
34;13;Female;27
34;13;Male;25
34;12;Female;21
34;15;Male;25
34;14;Male;28
34;15;Female;28
34;14;Female;24
34;15;Male;20
34;12;Female;27
34;13;Male;23
34;13;Male;22
34;12;Female;24
34;12;Male;20
34;15;Male;26
34;13;Female;28
34;13;Male;22
34;12;Female;25
34;13;Male;27
34;15;Male;23
34;13;Female;25
34;14;Female;27
34;13;Female;25
34;12;Male;30
34;15;Female;23
34;15;Male;23
34;15;Male;20
34;13;Male;30
34;15;Male;25
34;15;Female;29
34;12;Female;22
34;15;Male;21
34;14;Female;24
34;13;Male;21
34;13;Male;25
34;13;Male;27
34;15;Male;30
34;13;Male;27
34;15;Male;25
34;13;Male;21
35;14;Female;24
35;14;Male;23
35;12;Male;21
35;15;Male;28
35;15;Male;27
35;15;Male;22
35;15;Male;27
35;15;Male;29
35;13;Male;24
35;15;Male;23
35;13;Female;29
35;13;Male;25
35;15;Female;29
35;12;Male;28
35;14;Male;20
35;14;Male;21
35;14;Male;26
35;14;Male;28
35;12;Female;29
35;12;Male;27
35;14;Male;22
35;14;Male;20
35;12;Female;28
35;14;Female;24
35;12;Male;28
35;15;Male;27
35;15;Female;22
35;13;Female;29
35;13;Female;23
35;12;Male;22
35;12;Male;26
35;13;Male;28
35;15;Male;30
35;13;Male;23
35;14;Male;30
35;13;Male;29
35;12;Male;20
35;13;Female;25
35;12;Male;20
35;15;Female;28
35;12;Male;28
35;15;Male;24
35;15;Male;22
35;15;Male;22
35;15;Female;22
35;15;Male;28
35;12;Female;23
35;13;Female;25
35;14;Female;29
36;15;Male;21
36;15;Male;28
36;14;Male;21
36;15;Female;27
36;15;Male;21
36;14;Male;24
36;12;Male;29
36;14;Male;27
36;13;Male;29
36;12;Male;26
36;15;Female;28
36;14;Female;26
36;15;Male;22
36;12;Male;23
36;12;Male;29
36;12;Male;22
36;12;Female;28
36;13;Female;20
36;12;Male;24
36;13;Female;23
36;13;Male;30
36;14;Male;28
36;15;Female;25
36;14;Male;27
36;14;Female;30
36;12;Male;26
36;14;Female;25
36;14;Male;25
36;15;Male;20
36;14;Male;23
36;12;Male;28
36;15;Male;28
36;14;Female;28
36;15;Female;21
36;12;Female;20
36;14;Male;26
36;14;Male;27
36;13;Male;25
36;12;Male;22
36;13;Female;20
36;15;Male;29
36;15;Male;21
36;14;Male;25
36;13;Female;21
36;13;Female;26
36;14;Male;27
36;12;Male;26
36;15;Female;24
36;12;Female;29
36;14;Male;30
36;12;Male;26
36;13;Male;23
36;12;Male;24
36;15;Female;23
36;12;Male;20
36;15;Female;22
36;12;Male;29
36;14;Male;26
36;12;Male;30
36;12;Female;21
36;14;Female;21
36;13;Male;30
36;15;Female;20
36;12;Male;22
36;15;Female;20
36;12;Male;24
36;12;Male;20
36;12;Male;22
36;15;Male;30
37;12;Male;26
37;14;Male;21
37;15;Male;29
37;14;Male;27
37;14;Female;27
37;12;Male;24
37;12;Female;26
37;14;Male;28
37;12;Female;27
37;15;Male;25
37;14;Female;27
37;12;Female;24
37;14;Male;22
37;13;Male;20
37;13;Male;27
37;15;Male;24
37;14;Female;29
37;14;Female;26
37;14;Male;23
37;12;Male;27
37;14;Male;29
37;12;Male;27
37;14;Male;20
37;13;Female;26
37;12;Male;26
37;13;Male;29
37;15;Male;27
37;15;Male;30
37;12;Female;21
37;13;Female;24
37;13;Male;21
37;13;Female;26
37;15;Male;30
37;14;Male;28
37;15;Male;23
37;12;Male;24
37;12;Male;23
37;13;Female;28
37;14;Female;22
37;14;Male;30
37;12;Male;21
37;13;Female;21
37;13;Female;20
37;15;Male;24
37;13;Male;21
37;15;Male;27
37;15;Male;25
37;13;Male;20
37;12;Male;25
37;13;Male;22
37;12;Female;27
37;14;Male;30
37;13;Female;27
37;13;Male;27
37;15;Female;27
37;14;Male;23
37;14;Male;22
37;13;Male;22
37;12;Female;26
37;12;Male;27
37;12;Female;21
37;12;Male;22
37;14;Male;23
37;13;Male;23
37;14;Male;29
37;12;Female;20
38;14;Male;21
38;12;Male;28
38;14;Male;25
38;13;Female;23
38;12;Male;22
38;14;Female;27
38;14;Male;28
38;14;Male;23
38;14;Male;20
38;12;Male;29
38;12;Female;29
38;15;Female;27
38;15;Male;24
38;14;Male;21
38;15;Female;27
38;14;Male;26
38;15;Female;27
38;15;Female;27
38;13;Male;23
38;13;Male;26
38;15;Female;21
38;15;Male;26
38;13;Male;26
38;13;Female;20
38;14;Male;23
38;15;Male;26
38;13;Male;22
38;14;Male;28
38;15;Male;26
38;14;Male;27
38;15;Male;25
38;14;Female;24
38;14;Male;22
38;13;Male;21
38;13;Male;29
38;14;Male;30
38;14;Male;30
38;14;Male;23
38;13;Female;21
38;13;Male;29
38;14;Male;29
38;13;Male;20
38;13;Male;25
38;12;Female;26
38;12;Female;23
38;13;Male;27
38;14;Female;28
38;13;Female;27
38;12;Male;20
38;13;Female;22
38;13;Male;30
38;12;Male;27
38;14;Male;30
38;15;Male;26
38;13;Female;30
38;12;Male;25
38;12;Male;23
38;15;Female;24
38;13;Male;24
38;13;Male;27
38;13;Male;20
38;12;Male;30
38;15;Male;26
38;14;Male;23
38;15;Female;26
38;15;Female;23
39;13;Male;24
39;12;Male;23
39;12;Male;23
39;15;Male;22
39;15;Female;25
39;13;Male;28
39;14;Male;30
39;13;Female;27
39;12;Male;28
39;12;Male;28
39;14;Female;21
39;15;Female;25
39;13;Male;23
39;12;Male;27
39;14;Female;20
39;12;Female;27
39;15;Male;25
39;14;Male;24
39;14;Male;27
39;12;Male;22
39;13;Female;29
39;15;Male;26
39;15;Male;28
39;14;Male;26
39;14;Male;29
39;13;Female;21
39;12;Male;26
39;12;Female;24
39;12;Male;29
39;13;Female;25
39;14;Male;29
39;12;Male;30
39;15;Female;23
39;13;Male;28
39;14;Female;22
39;14;Male;29
39;15;Male;23
39;12;Female;24
39;14;Female;24
39;12;Male;20
39;12;Male;26
39;12;Female;22
39;14;Male;25
39;13;Male;24
39;12;Male;20
39;15;Female;21
39;12;Male;24
39;13;Female;23
39;12;Male;21
39;13;Female;23
39;14;Male;21
39;14;Female;24
39;14;Female;27
39;14;Female;22
39;14;Male;30
39;14;Female;25
39;12;Male;25
39;14;Female;24
39;13;Female;29
39;15;Female;27
39;15;Male;22
40;14;Male;27
40;14;Female;24
40;15;Female;23
40;14;Female;25
40;14;Female;20
40;15;Female;20
40;14;Male;20
40;14;Male;26
40;13;Male;24
40;14;Male;28
40;13;Female;30
40;12;Male;24
40;14;Female;26
40;12;Male;26
40;15;Male;26
40;15;Female;24
40;12;Male;30
40;12;Male;24
40;14;Female;27
40;14;Male;29
40;12;Male;25
40;14;Male;27
40;12;Male;22
40;13;Female;23
40;14;Female;30
40;14;Female;28
40;13;Female;22
40;14;Male;30
40;13;Female;24
40;13;Male;20
40;12;Male;23
40;14;Male;28
40;14;Male;30
40;12;Male;30
40;12;Male;23
40;15;Female;23
40;13;Male;29
40;12;Female;20
40;12;Male;28
40;15;Female;29
40;15;Female;25
40;12;Male;21
40;13;Male;27
40;15;Male;28
40;15;Male;21
40;13;Male;22
40;15;Male;26
40;14;Male;29
40;12;Female;28
40;13;Male;23
40;14;Male;23
40;15;Female;25
40;14;Male;20
40;15;Male;21
40;14;Male;27
40;13;Male;25
40;15;Male;20
40;12;Male;20
40;12;Male;21
40;14;Female;20
40;14;Male;28
40;12;Female;25
40;15;Male;24
40;15;Female;21
40;14;Male;29
40;14;Male;23
40;12;Male;29
40;14;Male;22
40;13;Female;20
40;14;Male;22
40;15;Female;20
41;14;Male;28
41;15;Female;24
41;15;Male;21
41;15;Female;29
41;15;Male;26
41;12;Female;27
41;13;Male;22
41;14;Female;21
41;15;Male;29
41;13;Female;21
41;15;Male;24
41;15;Male;26
41;13;Male;29
41;13;Male;21
41;15;Male;25
41;12;Female;29
41;14;Female;21
41;14;Male;24
41;14;Female;29
41;14;Male;20
41;14;Female;21
41;14;Male;23
41;13;Female;22
41;12;Female;24
41;15;Male;21
41;13;Male;23
41;13;Female;24
41;12;Male;23
41;14;Male;30
41;14;Female;27
41;12;Male;27
41;12;Male;22
41;15;Female;29
41;14;Male;25
41;15;Male;29
41;15;Male;30
41;15;Male;29
41;15;Male;28
41;12;Female;24
41;14;Male;24
41;12;Female;20
41;12;Female;20
41;15;Male;25
41;14;Female;24
41;15;Male;23
41;14;Male;26
41;14;Female;27
41;15;Male;30
41;13;Male;20
41;15;Male;23
41;12;Female;27
41;13;Male;21
41;12;Male;20
41;14;Male;22
41;13;Female;30
41;12;Female;21
41;12;Female;29
41;15;Male;30
41;15;Male;29
41;13;Female;21
41;12;Male;26
41;15;Male;23
41;14;Male;26
41;15;Female;20
41;14;Male;22
41;15;Male;27
41;14;Female;25
41;13;Female;27
42;15;Male;20
42;13;Female;20
42;14;Male;27
42;13;Male;20
42;14;Male;22
42;13;Male;29
42;12;Male;25
42;15;Male;25
42;15;Female;23
42;15;Male;29
42;13;Male;21
42;15;Male;30
42;13;Female;22
42;15;Female;25
42;12;Female;25
42;12;Male;21
42;15;Male;21
42;13;Female;27
42;15;Male;25
42;15;Male;20
42;13;Male;27
42;12;Female;28
42;13;Male;24
42;13;Male;21
42;13;Female;26
42;12;Male;30
42;12;Female;20
42;12;Male;20
42;14;Male;22
42;12;Male;22
42;15;Female;30
42;12;Female;22
42;15;Male;22
42;15;Female;29
42;12;Male;23
42;14;Female;23
42;13;Male;28
42;14;Female;24
42;15;Male;22
42;13;Female;30
42;12;Female;26
42;14;Female;25
42;12;Male;27
42;13;Female;23
42;13;Female;30
42;15;Male;21
42;15;Female;30
42;15;Male;28
42;14;Female;24
42;13;Female;25
42;13;Male;28
42;15;Female;28
42;14;Female;24
42;14;Male;28
42;14;Male;30
42;14;Female;23
42;12;Female;28
42;12;Male;22
42;15;Female;27
42;15;Male;27
42;13;Male;29
42;13;Male;21
42;13;Female;21
42;14;Male;22
42;14;Female;21
42;15;Female;23
42;14;Male;30
42;15;Male;26
42;14;Male;29
42;15;Male;29
42;15;Male;22
42;13;Female;24
42;13;Male;23
42;15;Female;20
42;12;Male;27
42;13;Female;30
42;13;Male;20
42;12;Female;27
43;14;Female;27
